"ANO", 798
"ANO", 719
"ANO", 732
"ANO", 746
"ANO", 727
"ANO", 774
"ANO", 804
"ANO", 741
"ANO", 797
"ANO", 712
"ANO", 746
"ANO", 811
"ANO", 738
"ANO", 754
"ANO", 797
"ANO", 772
"ANO", 735
"ANO", 816
"ANO", 778
"ANO", 813
"ANO", 729
"ANO", 778
"ANO", 814
"ANO", 728
"ANO", 776
"ANO", 750
"ANO", 742
"ANO", 778
"ANO", 773
"ANO", 770
"ANO", 748
"ANO", 831
"ANO", 744
"ANO", 751
"ANO", 782
"ANO", 832
"ANO", 826
"ANO", 740
"ANO", 747
"ANO", 769
"ANO", 834
"ANO", 833
"ANO", 827
"ANO", 778
"ANO", 820
"ANO", 816
"ANO", 793
"ANO", 801
"ANO", 832
"ANO", 758
"ANO", 841
"ANO", 766
"ANO", 791
"ANO", 763
"ANO", 782
"ANO", 782
"ANO", 784
"ANO", 773
"ANO", 799
"ANO", 846
"ANO", 814
"ANO", 806
"ANO", 825
"ANO", 850
"ANO", 803
"ANO", 842
"ANO", 787
"ANO", 792
"ANO", 808
"ANO", 796
"ANO", 802
"ANO", 803
"ANO", 869
"ANO", 873
"ANO", 781
"ANO", 863
"ANO", 830
"ANO", 835
"ANO", 810
"ANO", 828
"ANO", 802
"ANO", 815
"ANO", 824
"ANO", 879
"ANO", 849
"ANO", 852
"ANO", 798
"ANO", 789
"ANO", 805
"ANO", 804
"ANO", 811
"ANO", 849
"ANO", 858
"ANO", 803
"ANO", 803
"ANO", 820
"ANO", 813
"ANO", 878
"ANO", 810
"ANO", 854
"ANO", 818
"ANO", 885
"ANO", 869
"ANO", 840
"ANO", 901
"ANO", 836
"ANO", 906
"ANO", 852
"ANO", 815
"ANO", 844
"ANO", 899
"ANO", 854
"ANO", 875
"ANO", 823
"ANO", 911
"ANO", 860
"ANO", 824
"ANO", 892
"ANO", 895
"ANO", 854
"ANO", 875
"ANO", 840
"ANO", 842
"ANO", 840
"ANO", 839
"ANO", 923
"ANO", 865
"ANO", 840
"ANO", 864
"ANO", 926
"ANO", 913
"ANO", 869
"ANO", 920
"ANO", 846
"ANO", 839
"ANO", 911
"ANO", 914
"ANO", 895
"ANO", 901
"ANO", 929
"ANO", 859
"ANO", 915
"ANO", 927
"ANO", 923
"ANO", 901
"ANO", 921
"ANO", 852
"ANO", 942
"ANO", 895
"ANO", 871
"ANO", 859
"ANO", 940
"ANO", 884
"ANO", 899
"ANO", 885
"ANO", 952
"ANO", 956
"ANO", 867
"ANO", 877
"ANO", 860
"ANO", 934
"ANO", 947
"ANO", 943
"ANO", 876
"ANO", 897
"ANO", 917
"ANO", 955
"ANO", 880
"ANO", 939
"ANO", 955
"ANO", 955
"ANO", 873
"ANO", 888
"ANO", 924
"ANO", 897
"ANO", 946
"ANO", 975
"ANO", 889
"ANO", 959
"ANO", 972
"ANO", 929
"ANO", 882
"ANO", 924
"ANO", 955
"ANO", 921
"ANO", 918
"ANO", 984
"ANO", 906
"ANO", 939
"ANO", 936
"ANO", 959
"ANO", 962
"ANO", 988
"ANO", 957
"ANO", 899
"ANO", 974
"ANO", 913
"ANO", 986
"ANO", 982
"ANO", 980
"ANO", 1000
"ANO", 914
"ANO", 926
"ANO", 908
"ANO", 910
"ANO", 923
"ANO", 985
"ANO", 1004
"ANO", 959
"ANO", 980
"ANO", 931
"ANO", 944
"ANO", 1006
"ANO", 1004
"ANO", 965
"ANO", 982
"ANO", 999
"ANO", 1017
"ANO", 1010
"ANO", 974
"ANO", 987
"ANO", 956
"ANO", 935
"ANO", 946
"ANO", 977
"ANO", 995
"ANO", 1014
"ANO", 1026
"ANO", 1018
"ANO", 957
"ANO", 1011
"ANO", 948
"ANO", 1024
"ANO", 1032
"ANO", 943
"ANO", 990
"ANO", 971
"ANO", 951
"ANO", 948
"ANO", 1027
"ANO", 1025
"ANO", 989
"ANO", 978
"ANO", 972
"ANO", 1032
"ANO", 1029
"ANO", 987
"ANO", 1001
"ANO", 972
"ANO", 981
"ANO", 1005
"ANO", 1044
"ANO", 1043
"ANO", 1024
"ANO", 1030
"ANO", 1048
"ANO", 983
"ANO", 1009
"ANO", 1014
"ANO", 1022
"ANO", 1030
"ANO", 1014
"ANO", 1024
"ANO", 1017
"ANO", 976
"ANO", 1050
"ANO", 992
"ANO", 977
"ANO", 1012
"ANO", 999
"ANO", 1007
"ANO", 1025
"ANO", 981
"ANO", 1024
"ANO", 1057
"ANO", 1008
"ANO", 981
"ANO", 996
"ANO", 992
"ANO", 984
"ANO", 1073
"ANO", 1000
"ANO", 1006
"ANO", 1045
"ANO", 1055
"ANO", 1003
"ANO", 1063
"ANO", 1000
"ANO", 1011
"ANO", 1036
"ANO", 1034
"ANO", 1063
"ANO", 1006
"ANO", 1091
"ANO", 1079
"ANO", 1002
"ANO", 1020
"ANO", 1077
"ANO", 1094
"ANO", 1005
"ANO", 1055
"ANO", 1040
"ANO", 1088
"ANO", 1076
"ANO", 1091
"ANO", 1083
"ANO", 1023
"ANO", 1067
"ANO", 1092
"ANO", 1071
"ANO", 1077
"ANO", 1089
"ANO", 1049
"ANO", 1108
"ANO", 1096
"ANO", 1115
"ANO", 1047
"ANO", 1086
"ANO", 1065
"ANO", 1027
"ANO", 1111
"ANO", 1022
"ANO", 1109
"ANO", 1074
"ANO", 1062
"ANO", 1041
"ANO", 1105
"ANO", 1027
"ANO", 1104
"ANO", 1041
"ANO", 1127
"ANO", 1054
"ANO", 1080
"ANO", 1039
"ANO", 1127
"ANO", 1094
"ANO", 1134
"ANO", 1102
"ANO", 1095
